date,AUD,EUR,GBP,CAD,CNY,JPY,KRW,MYR,SGD,CHF,THB
2011-07-12,1.0626,1.4014,1.594,0.9667,6.472,79.53,1064.05,3.031,1.2248,0.8335,30.31
2011-07-13,1.0763,1.4167,1.6111,0.9582,6.4675,78.99,1055.1,3.018,1.2176,0.8213,30.07
2011-07-14,1.0741,1.4182,1.6125,0.9584,6.459,79.11,1055.55,3.004,1.2175,0.8167,30.06
2011-07-15,1.0656,1.4156,1.6149,0.9542,6.461,79.03,1058,3.005,1.2173,0.8158,30.06
2011-07-18,1.0565,1.4042,1.6024,0.9616,6.4688,79.1,1061.85,3.0125,1.2192,0.8177,30.01
2011-07-19,1.0699,1.4156,1.6135,0.9505,6.4631,78.91,1059.6,3.005,1.2152,0.8166,29.88
2011-07-20,1.0727,1.4188,1.6139,0.9479,6.4581,78.76,1053.95,2.996,1.2138,0.8204,29.88
2011-07-21,1.0837,1.4372,1.6301,0.9449,6.4535,78.47,1054.5,2.9935,1.2102,0.8172,29.87
2011-07-22,1.0851,1.4366,1.6319,0.95,6.4464,78.44,1050.25,2.9735,1.2082,0.8166,29.76
2011-07-25,1.0853,1.4357,1.6285,0.9448,6.445,78.31,1053.45,2.9715,1.207,0.8062,29.73
2011-07-26,1.0942,1.4495,1.6392,0.9448,6.4411,78.04,1049.2,2.9535,1.2034,0.8027,29.68
2011-07-27,1.1026,1.4373,1.6357,0.9474,6.4428,77.99,1052.5,2.941,1.2031,0.8023,29.73
2011-07-28,1.1025,1.4303,1.6338,0.9483,6.4418,77.87,1051.55,2.947,1.2021,0.8041,29.7
2011-07-29,1.1001,1.4388,1.6455,0.9539,6.436,77.18,1054,2.964,1.2031,0.7881,29.74
2011-08-01,1.093,1.4202,1.6278,0.9593,6.4337,76.87,1051.3,2.937,1.205,0.7813,29.73
2011-08-02,1.084,1.4232,1.6287,0.9577,6.4379,77.13,1052.4,2.957,1.2044,0.7712,29.74
2011-08-03,1.0721,1.432,1.6406,0.9632,6.434,76.87,1058.85,2.965,1.2065,0.766,29.74
2011-08-04,1.0516,1.4158,1.6308,0.9765,6.4377,79.01,1061.5,2.979,1.2195,0.7674,29.84
2011-08-05,1.038,1.4158,1.6362,0.9843,6.4401,78.48,1067.2,3.008,1.2214,0.76,29.86
2011-08-08,1.0351,1.4241,1.6354,0.9889,6.4342,77.53,1082.9,3.017,1.2171,0.7553,29.87
2011-08-09,1.0192,1.4242,1.6194,0.9893,6.4304,77.16,1087.45,3.023,1.2146,0.7313,29.91
2011-08-10,1.021,1.4193,1.6169,0.9909,6.4172,76.41,1080.1,3.004,1.2177,0.7296,29.88
2011-08-11,1.0269,1.423,1.6228,0.9891,6.3935,76.68,1078.2,2.9965,1.2116,0.7559,29.96
2011-08-12,1.0352,1.4239,1.6284,0.9879,6.3892,76.79,1078.9,2.999,1.211,0.7711,29.96
2011-08-15,1.0478,1.4452,1.6387,0.9838,6.3902,76.73,1078.8,2.981,1.2035,0.7802,29.84
2011-08-16,1.0491,1.4421,1.6424,0.9816,6.3818,76.76,1068.05,2.979,1.2007,0.7926,29.83
2011-08-17,1.0543,1.4436,1.6591,0.9818,6.3839,76.46,1068.55,2.974,1.2025,0.7891,29.83
2011-08-18,1.0393,1.432,1.6489,0.9899,6.3873,76.52,1076.75,2.98,1.2153,0.7904,29.88
2011-08-19,1.0444,1.4408,1.6544,0.9848,6.391,76.46,1087.2,2.98,1.208,0.7856,29.81
2011-08-22,1.0417,1.4384,1.6452,0.9901,6.4004,76.77,1083.15,2.963,1.2085,0.7877,29.82
2011-08-23,1.051,1.4431,1.6509,0.9876,6.3975,76.59,1077.2,2.9635,1.2038,0.7891,29.83
2011-08-24,1.0471,1.4402,1.6375,0.9878,6.388,76.78,1083.65,2.975,1.2055,0.795,29.91
2011-08-25,1.0457,1.438,1.6289,0.9842,6.39,77.38,1088.25,2.987,1.2105,0.7959,29.99
2011-08-26,1.0573,1.4463,1.6321,0.9854,6.386,76.62,1079.5,2.985,1.2035,0.8055,29.96
2011-08-29,1.0619,1.451,1.6398,0.9778,6.3809,76.96,1073.45,2.981,1.2052,0.8188,29.97
2011-08-30,1.0676,1.4435,1.6279,0.9791,6.3802,76.75,1072.15,2.981,1.2063,0.8173,29.99
2011-08-31,1.0702,1.4406,1.6269,0.9783,6.3778,76.5,1063.9,2.981,1.2031,0.8038,29.94
2011-09-01,1.075,1.4283,1.6179,0.9751,6.3812,76.81,1061.4,2.988,1.2023,0.7951,29.95
2011-09-02,1.0677,1.4203,1.619,0.9815,6.3821,76.79,1064.85,2.962,1.2045,0.7862,29.89
2011-09-06,1.051,1.3999,1.5954,0.9908,6.3901,77.48,1076.9,2.98,1.2101,0.8593,29.95
2011-09-07,1.0614,1.4058,1.5948,0.9882,6.394,77.39,1070.65,2.982,1.2093,0.8599,29.98
2011-09-08,1.063,1.3947,1.6021,0.9856,6.3833,77.43,1075.3,2.99,1.213,0.8714,30.01
2011-09-09,1.0446,1.3666,1.587,0.997,6.388,77.31,1077.1,3.005,1.2273,0.884,30.06
2011-09-12,1.0312,1.3635,1.5814,0.9957,6.3877,77.15,1076.75,3.0288,1.2362,0.8834,30.15
2011-09-13,1.032,1.368,1.5805,0.9901,6.397,76.88,1076.75,3.054,1.241,0.8795,30.17
2011-09-14,1.0234,1.371,1.5773,0.9913,6.391,76.71,1107.45,3.0772,1.2453,0.8772,30.27
2011-09-15,1.0313,1.3858,1.5808,0.9867,6.3904,76.7,1113.25,3.088,1.2442,0.8705,30.32
2011-09-16,1.038,1.3783,1.5802,0.9813,6.3833,76.89,1112.4,3.088,1.2397,0.8753,30.33
2011-09-19,1.0217,1.3636,1.5674,0.9897,6.3864,76.48,1139.4,3.1135,1.2632,0.8839,30.54
2011-09-20,1.0293,1.3697,1.5718,0.9922,6.3837,76.52,1140,3.117,1.258,0.8879,30.38
2011-09-21,1.0209,1.3724,1.5619,0.9985,6.3811,76.38,1152.4,3.1235,1.274,0.8932,30.56
2011-09-22,0.9764,1.3446,1.5358,1.0327,6.3879,76.31,1179.7,3.147,1.3088,0.9073,30.78
2011-09-23,0.9784,1.3518,1.5475,1.028,6.3877,76.3,1164.9,3.165,1.295,0.9035,30.91
2011-09-26,0.9751,1.3516,1.5553,1.0338,6.3975,76.35,1181,3.1802,1.2981,0.9022,31.15
2011-09-27,0.9962,1.3606,1.5681,1.019,6.3975,76.6,1164.5,3.143,1.2795,0.8959,30.85
2011-09-28,0.9895,1.3628,1.5648,1.0226,6.3933,76.51,1171.9,3.16,1.2855,0.8955,31.03
2011-09-29,0.9818,1.3639,1.5685,1.0338,6.3964,76.68,1172.6,3.177,1.292,0.8947,31.17
2011-09-30,0.9744,1.3449,1.5624,1.0389,6.378,77.04,1180.9,3.19,1.3006,0.9048,31.15
2011-10-03,0.9647,1.3281,1.5474,1.044,6.3745,76.66,1180,3.209,1.3104,0.9151,31.11
2011-10-04,0.9453,1.3294,1.5403,1.0605,6.3745,76.86,1197.5,3.196,1.3135,0.9223,31.24
2011-10-05,0.9624,1.3328,1.5436,1.0448,6.3745,76.86,1186.5,3.189,1.3038,0.9228,31.17
2011-10-06,0.9699,1.3408,1.5398,1.0431,6.378,76.64,1184,3.177,1.3008,0.9219,31.02
2011-10-07,0.9843,1.3512,1.5628,1.0326,6.3745,76.77,1170.5,3.156,1.2903,0.9151,30.87
2011-10-11,0.9978,1.3657,1.5594,1.0287,6.3745,76.66,1171.15,3.14,1.2817,0.9065,30.92
2011-10-12,1.0166,1.3805,1.5757,1.0163,6.358,77.3,1164.5,3.124,1.2751,0.8944,30.8
2011-10-13,1.0147,1.373,1.5729,1.0238,6.382,76.88,1157.75,3.139,1.2803,0.9,30.87
2011-10-14,1.0296,1.3861,1.5808,1.0148,6.378,77.36,1156,3.125,1.2662,0.8934,30.77
2011-10-17,1.0241,1.377,1.5778,1.0153,6.3695,76.8,1148.35,3.0988,1.2675,0.8979,30.61
2011-10-18,1.022,1.3719,1.5654,1.0165,6.3804,76.75,1149.5,3.132,1.2691,0.9012,30.73
2011-10-19,1.0272,1.3775,1.5799,1.0136,6.3769,76.79,1133.5,3.103,1.2657,0.9022,30.71
2011-10-20,1.0187,1.3672,1.5726,1.0216,6.3825,76.91,1147,3.123,1.2727,0.9002,30.99
2011-10-21,1.033,1.3873,1.5945,1.009,6.3823,76.1,1147.2,3.147,1.2743,0.8852,30.94
2011-10-24,1.0454,1.3932,1.5986,1.004,6.3744,76.1,1133.2,3.133,1.2654,0.8804,30.81
2011-10-25,1.0447,1.3911,1.5994,1.0143,6.3605,75.88,1131.25,3.126,1.263,0.8794,30.8
2011-10-26,1.0348,1.3838,1.5905,1.01,6.3534,76.05,1134.65,3.126,1.2743,0.8841,30.77
2011-10-27,1.0686,1.4172,1.6081,0.9942,6.359,75.8,1106.6,3.1,1.2464,0.8609,30.49
2011-10-28,1.0707,1.4164,1.613,0.9957,6.357,75.72,1102.5,3.062,1.2421,0.8625,30.48
2011-10-31,1.061,1.3947,1.6141,0.9932,6.3547,77.97,1112.05,3.067,1.2515,0.8706,30.69
2011-11-01,1.0302,1.3676,1.5946,1.02,6.3547,78.28,1122.05,3.118,1.2782,0.8901,30.88
2011-11-02,1.0366,1.3803,1.5974,1.0125,6.355,78.04,1120.65,3.13,1.272,0.8808,30.72
2011-11-03,1.0352,1.3744,1.5959,1.0128,6.3513,77.96,1127.4,3.14,1.2718,0.8834,30.68
2011-11-04,1.0358,1.3761,1.6026,1.0179,6.34,78.17,1110.6,3.1115,1.2676,0.888,30.65
2011-11-07,1.0339,1.3744,1.6024,1.0173,6.3481,78.06,1117.3,3.12,1.2701,0.9012,30.65
2011-11-08,1.0332,1.3785,1.6076,1.0139,6.3462,77.79,1118.1,3.125,1.2699,0.8966,30.66
2011-11-09,1.0199,1.3596,1.5958,1.0176,6.3401,77.77,1118.85,3.1095,1.2839,0.906,30.71
2011-11-10,1.0137,1.36,1.5935,1.0188,6.3454,77.58,1131.85,3.15,1.2902,0.9058,30.81
2011-11-14,1.0193,1.3625,1.5899,1.0176,6.3536,77.02,1126.05,3.134,1.2905,0.9072,30.78
2011-11-15,1.0144,1.3524,1.5818,1.0233,6.3464,76.99,1128.5,3.1525,1.2927,0.9177,30.82
2011-11-16,1.0137,1.3505,1.577,1.0205,6.3445,77.02,1134.15,3.149,1.2915,0.9169,30.82
2011-11-17,1.0056,1.3522,1.5801,1.0224,6.3505,76.98,1132.15,3.1555,1.293,0.9167,30.89
2011-11-18,1.0036,1.3521,1.5783,1.026,6.3565,76.93,1138.5,3.16,1.2965,0.9159,31
2011-11-21,0.9842,1.3525,1.5662,1.0386,6.3603,76.97,1143,3.182,1.3023,0.9158,31.22
2011-11-22,0.9831,1.35,1.5646,1.0371,6.3605,77.07,1146.65,3.176,1.3017,0.9145,31.2
2011-11-23,0.9686,1.3347,1.5511,1.0479,6.3576,77.41,1159.7,3.182,1.3106,0.9202,31.35
2011-11-25,0.9737,1.3244,1.5467,1.0487,6.3802,77.66,1162,3.195,1.3117,0.9289,31.38
2011-11-28,0.9924,1.3334,1.5538,1.0327,6.3839,78.05,1152.5,3.195,1.3001,0.9215,31.3
2011-11-29,1.0018,1.3343,1.5625,1.0296,6.3769,77.86,1139.5,3.179,1.2944,0.9194,31.23
2011-11-30,1.0244,1.3453,1.5705,1.0199,6.3765,77.58,1140.05,3.177,1.2825,0.9106,30.88
2011-12-01,1.0227,1.3487,1.5698,1.0172,6.3655,77.6,1126.55,3.138,1.2823,0.9135,30.81
2011-12-02,1.0221,1.3386,1.5592,1.0165,6.3596,77.88,1128,3.128,1.284,0.9219,30.81
2011-12-05,1.0298,1.3463,1.5689,1.014,6.3629,77.77,1124.5,3.1325,1.2777,0.9179,30.75
2011-12-06,1.0227,1.3397,1.558,1.0116,6.3645,77.73,1128.5,3.1345,1.2836,0.9267,30.84
2011-12-07,1.0268,1.3386,1.5691,1.0106,6.3642,77.69,1129.05,3.122,1.2855,0.9251,30.75
2011-12-08,1.0187,1.3324,1.5635,1.019,6.3618,77.67,1133.55,3.131,1.2943,0.9275,30.77
2011-12-09,1.019,1.3368,1.5642,1.0202,6.3641,77.58,1146.6,3.151,1.2931,0.9243,30.9
2011-12-12,1.0059,1.3188,1.5597,1.0273,6.3604,77.87,1149.2,3.16,1.3012,0.936,31.19
2011-12-13,1.0097,1.3094,1.5528,1.0283,6.3648,77.86,1157,3.18,1.3013,0.9418,31.19
2011-12-14,0.9904,1.2972,1.5445,1.0403,6.371,78.08,1158.3,3.182,1.3087,0.953,31.33
2011-12-15,0.9936,1.3013,1.5486,1.0338,6.3733,77.87,1156.95,3.185,1.3078,0.9402,31.42
2011-12-16,0.9962,1.3025,1.5514,1.0388,6.3479,77.65,1158.5,3.177,1.3032,0.9372,31.31
2011-12-19,0.9915,1.3017,1.5531,1.0364,6.3376,77.96,1175.5,3.181,1.3069,0.9364,31.29
2011-12-20,1.0069,1.3076,1.5674,1.0284,6.3459,77.76,1157,3.1768,1.2988,0.9309,31.23
2011-12-21,1.007,1.304,1.568,1.0286,6.3386,78,1150.8,3.161,1.2975,0.9378,31.27
2011-12-22,1.014,1.3045,1.5667,1.0213,6.3392,78.13,1154,3.165,1.2929,0.9368,31.24
2011-12-23,1.0148,1.304,1.5615,1.0208,6.3364,78.13,1149,3.155,1.2935,0.9379,31.27
2011-12-27,1.016,1.3074,1.5671,1.0201,6.321,77.83,1155.65,3.171,1.2965,0.9339,31.43
2011-12-28,1.0092,1.2926,1.5478,1.0232,6.3211,77.98,1157,3.164,1.2986,0.943,31.59
2011-12-29,1.0134,1.2952,1.5386,1.0208,6.3187,77.71,1156.5,3.176,1.3003,0.9412,31.76
2011-12-30,1.0251,1.2973,1.5537,1.0168,6.2939,76.98,1158.5,3.169,1.2948,0.9374,31.51
2012-01-03,1.038,1.3061,1.5655,1.0089,6.294,76.67,1143.7,3.1475,1.2824,0.9319,31.29
2012-01-04,1.0348,1.293,1.5638,1.0134,6.2941,76.68,1147.35,3.135,1.2873,0.9417,31.5
2012-01-05,1.0253,1.2783,1.548,1.0197,6.3013,77.18,1155.55,3.147,1.2923,0.9528,31.62
2012-01-06,1.0235,1.2723,1.5431,1.0231,6.3088,77.06,1160,3.145,1.2931,0.9555,31.7
2012-01-09,1.0215,1.2745,1.5436,1.0272,6.3143,76.88,1158.8,3.152,1.2973,0.952,31.78
2012-01-10,1.0323,1.2782,1.5489,1.0161,6.3141,76.84,1153.55,3.136,1.289,0.9486,31.62
2012-01-11,1.0295,1.2686,1.5325,1.0192,6.3149,76.9,1159.55,3.138,1.2923,0.9554,31.75
2012-01-12,1.0311,1.2818,1.5325,1.0197,6.3177,76.76,1151.25,3.14,1.2907,0.9444,31.76
2012-01-13,1.0292,1.2682,1.5301,1.0246,6.3065,76.9,1150.35,3.133,1.2929,0.9534,31.81
2012-01-17,1.0395,1.274,1.5356,1.013,6.3136,76.8,1142.85,3.122,1.2839,0.9492,31.76
2012-01-18,1.0395,1.2825,1.541,1.0138,6.3109,76.81,1139,3.1177,1.2785,0.9427,31.74
2012-01-19,1.0417,1.2937,1.5484,1.0094,6.3162,77.23,1133.6,3.104,1.2733,0.9335,31.62
2012-01-20,1.0471,1.2948,1.554,1.0142,6.333,76.97,1133,3.105,1.2728,0.9327,31.5
2012-01-23,1.0534,1.3035,1.5582,1.0079,6.333,76.92,1125.4,3.105,1.2667,0.9268,31.35
2012-01-24,1.047,1.3004,1.5595,1.0096,6.333,77.78,1129.25,3.105,1.2693,0.929,31.36
2012-01-25,1.0481,1.2978,1.557,1.0119,6.333,78.13,1129.05,3.0755,1.27,0.931,31.57
2012-01-26,1.0651,1.3152,1.5706,0.9986,6.333,77.47,1120.1,3.04,1.2553,0.9174,31.23
2012-01-27,1.0645,1.3192,1.5716,1.0014,6.333,76.68,1120.5,3.041,1.2526,0.9142,31.05
2012-01-30,1.059,1.3123,1.569,1.003,6.331,76.28,1128,3.055,1.2575,0.9178,31.14
2012-01-31,1.0598,1.3053,1.5754,1.005,6.308,76.34,1125.7,3.04,1.2576,0.922,30.97
2012-02-01,1.07,1.3179,1.5849,0.9984,6.3076,76.11,1126.35,3.0456,1.2521,0.9141,30.93
2012-02-02,1.0718,1.3167,1.5813,0.9985,6.3017,76.13,1115.65,3.016,1.2463,0.9144,30.87
2012-02-03,1.0762,1.3106,1.5779,0.9944,6.3027,76.54,1116,3.01,1.2424,0.9208,30.88
2012-02-06,1.0743,1.313,1.5832,0.9953,6.312,76.54,1121,3.01,1.2475,0.9188,30.93
2012-02-07,1.0798,1.3244,1.5891,0.9947,6.3046,76.88,1117,3.01,1.2457,0.9129,30.85
2012-02-08,1.0785,1.3253,1.582,0.9969,6.2938,76.9,1116.4,3.0015,1.2461,0.9126,30.76
2012-02-09,1.0806,1.3297,1.5838,0.9941,6.2947,77.42,1118.55,3.0061,1.2476,0.9103,30.72
2012-02-10,1.0676,1.3187,1.5748,1.0016,6.2991,77.57,1123,3.035,1.2591,0.9176,30.84
2012-02-13,1.0741,1.3211,1.578,0.9995,6.2972,77.52,1119.95,3.0245,1.2551,0.9149,30.72
2012-02-14,1.0691,1.3149,1.5691,0.9988,6.2995,78.39,1126.55,3.0445,1.2646,0.9185,30.83
2012-02-15,1.0742,1.3087,1.571,0.9965,6.2998,78.22,1124.65,3.034,1.2609,0.9223,30.77
2012-02-16,1.0759,1.311,1.5795,0.9962,6.3014,78.77,1128.65,3.057,1.2625,0.9209,30.82
2012-02-17,1.0695,1.3149,1.5813,0.997,6.2985,79.33,1126.25,3.042,1.2591,0.918,30.81
2012-02-21,1.0692,1.3255,1.5796,0.9956,6.296,79.73,1124.25,3.0234,1.2565,0.9114,30.68
2012-02-22,1.0629,1.3251,1.5677,0.9999,6.296,80.3,1126.45,3.026,1.2581,0.9107,30.54
2012-02-23,1.0688,1.3308,1.57,0.9983,6.298,80.21,1128.9,3.0135,1.2565,0.9059,30.29
2012-02-24,1.0707,1.3463,1.5869,0.9988,6.2976,80.88,1124,3.0146,1.2558,0.8949,30.31
2012-02-27,1.0764,1.341,1.5845,0.9982,6.3012,80.42,1127.25,3.0225,1.2545,0.8987,30.39
2012-02-28,1.0765,1.3452,1.5887,0.9956,6.2989,80.44,1125.85,3.009,1.252,0.8961,30.3
2012-02-29,1.0777,1.3359,1.5951,0.9866,6.2935,81.1,1117.1,2.994,1.2474,0.9023,30.46
2012-03-01,1.0803,1.332,1.5953,0.9848,6.3001,81.16,1116,3,1.2474,0.9051,30.5
2012-03-02,1.0747,1.3202,1.5852,0.9887,6.2982,81.56,1116.5,2.996,1.2511,0.9134,30.58
2012-03-05,1.0668,1.3226,1.587,0.9936,6.3066,81.43,1116,3.019,1.2577,0.9116,30.66
2012-03-06,1.0551,1.3114,1.572,1.0013,6.3082,80.86,1122.64,3.0231,1.2641,0.9186,30.84
2012-03-07,1.0583,1.3149,1.5746,0.9994,6.3097,81.06,1123.7,3.0245,1.2598,0.9169,30.7
2012-03-08,1.0618,1.3256,1.5822,0.992,6.3159,81.5,1117.2,3.008,1.2527,0.9092,30.56
2012-03-09,1.059,1.3108,1.5677,0.9894,6.3109,82.59,1116,3.008,1.254,0.92,30.56
2012-03-12,1.049,1.3141,1.5615,0.9934,6.3258,82.21,1124.15,3.025,1.2613,0.9177,30.63
2012-03-13,1.054,1.3109,1.5736,0.9905,6.3266,82.66,1123.45,3.028,1.2581,0.9198,30.58
2012-03-14,1.0446,1.3025,1.5686,0.9914,6.3315,83.78,1126.1,3.05,1.2686,0.9313,30.79
2012-03-15,1.0528,1.307,1.5669,0.9928,6.3282,83.28,1124.85,3.0575,1.263,0.9236,30.72
2012-03-16,1.0584,1.3171,1.5845,0.9912,6.3222,83.34,1125.7,3.056,1.258,0.916,30.72
2012-03-19,1.0608,1.3242,1.5894,0.9878,6.3191,83.31,1120.35,3.0505,1.2565,0.9109,30.69
2012-03-20,1.0485,1.3222,1.5857,0.9933,6.3203,83.62,1128.05,3.08,1.2626,0.9122,30.77
2012-03-21,1.0439,1.319,1.5848,0.9928,6.3226,83.62,1130.25,3.073,1.2652,0.9143,30.76
2012-03-22,1.037,1.3194,1.5807,1.0002,6.299,82.5,1134.6,3.0887,1.2661,0.9136,30.8
2012-03-23,1.0456,1.3263,1.5864,0.9983,6.3021,82.35,1135,3.0752,1.2625,0.9085,30.71
2012-03-26,1.0511,1.3328,1.5939,0.9922,6.3139,82.84,1133.35,3.073,1.257,0.9041,30.68
2012-03-27,1.049,1.3336,1.5972,0.9928,6.3061,83.15,1134.4,3.0555,1.2562,0.9038,30.71
2012-03-28,1.0369,1.33,1.5855,0.9983,6.3044,82.74,1136.3,3.063,1.2584,0.9064,30.79
2012-03-29,1.0326,1.3265,1.5911,0.9998,6.3057,82.28,1139.75,3.063,1.2613,0.9084,30.91
2012-03-30,1.0367,1.3334,1.5985,0.999,6.2975,82.41,1131.4,3.0605,1.2573,0.9026,30.82
2012-04-02,1.0426,1.3325,1.6022,0.9916,6.2979,82.16,1125.75,3.0525,1.2539,0.9037,30.81
2012-04-03,1.0372,1.3337,1.5966,0.9909,6.2975,82.18,1122.35,3.046,1.251,0.9024,30.8
2012-04-04,1.0255,1.3126,1.5879,0.9961,6.2975,82.62,1131.25,3.062,1.2595,0.9168,31.01
2012-04-05,1.0303,1.3064,1.5822,0.9927,6.3123,82.33,1129.5,3.065,1.2592,0.92,30.97
2012-04-06,1.0311,1.3089,1.5877,0.9971,6.3052,81.56,1131.75,3.063,1.2605,0.9176,30.97
2012-04-09,1.0319,1.3087,1.5879,0.9971,6.31,81.36,1138.1,3.07,1.2625,0.918,30.93
2012-04-10,1.0262,1.3068,1.5836,1.0027,6.3105,80.94,1139.5,3.0645,1.2627,0.9195,30.98
2012-04-11,1.0295,1.3104,1.5892,1.004,6.3076,80.88,1143.35,3.0645,1.2586,0.9165,30.87
2012-04-12,1.0441,1.3171,1.5939,0.9951,6.3069,80.87,1137.4,3.069,1.2522,0.9125,30.74
2012-04-13,1.0372,1.3082,1.5851,0.9978,6.3022,80.99,1134.2,3.0551,1.2474,0.9189,30.73
2012-04-16,1.034,1.3067,1.5865,1.0025,6.315,80.46,1138,3.072,1.25,0.9199,30.77
2012-04-17,1.0405,1.3123,1.5931,0.9878,6.3015,80.72,1134.75,3.066,1.2481,0.9156,30.79
2012-04-18,1.0367,1.3122,1.602,0.9902,6.3026,81.29,1139.35,3.0617,1.2508,0.9162,30.86
2012-04-19,1.0337,1.3132,1.6058,0.9927,6.3029,81.57,1138.2,3.0645,1.2508,0.9155,30.87
2012-04-20,1.0375,1.3212,1.6123,0.9912,6.308,81.6,1138.1,3.0593,1.2488,0.9095,30.88
2012-04-23,1.0299,1.3129,1.6102,0.9935,6.3084,81.16,1142.5,3.0665,1.2486,0.9152,31
2012-04-24,1.0299,1.3207,1.6135,0.9882,6.3073,81.21,1138.4,3.0655,1.2468,0.9098,30.91
2012-04-25,1.0333,1.321,1.6146,0.9848,6.3039,81.33,1139,3.0549,1.2439,0.9097,30.92
2012-04-26,1.0383,1.3232,1.6188,0.984,6.3054,80.78,1133,3.0436,1.2401,0.9081,30.82
2012-04-27,1.0447,1.3248,1.6239,0.9807,6.3093,80.48,1131,3.0415,1.2385,0.9066,30.72
2012-04-30,1.041,1.3229,1.6225,0.9886,6.279,79.81,1130.05,3.0232,1.2368,0.9081,30.74
2012-05-01,1.0345,1.3226,1.6221,0.9839,6.3089,80.17,1128.35,3.0315,1.2355,0.9087,30.7
2012-05-02,1.0304,1.3154,1.6193,0.989,6.307,80.19,1129.1,3.0256,1.2399,0.9135,30.85
2012-05-03,1.026,1.3147,1.6185,0.9869,6.3052,80.36,1130.4,3.0322,1.2425,0.9138,30.95
2012-05-04,1.019,1.3091,1.6148,0.9955,6.3059,79.84,1134.25,3.046,1.2445,0.9176,30.92
2012-05-07,1.0201,1.3052,1.6192,0.9938,6.3074,79.88,1138,3.051,1.2465,0.9204,30.99
2012-05-08,1.0117,1.3015,1.6159,0.9997,6.3076,79.79,1138.46,3.053,1.2477,0.9228,31
2012-05-09,1.0066,1.2954,1.613,1.0014,6.3096,79.64,1143.95,3.068,1.2523,0.9272,31.06
2012-05-10,1.0113,1.2959,1.6161,1.0015,6.314,79.91,1142.15,3.065,1.2494,0.9269,31.11
2012-05-11,1.0065,1.2937,1.608,0.9967,6.3097,79.86,1146.15,3.07,1.2503,0.9283,31.17
2012-05-14,0.9998,1.2847,1.6116,1.0018,6.321,79.83,1153.5,3.082,1.2558,0.9349,31.35
2012-05-15,0.9977,1.2769,1.6025,1.0029,6.3176,80.09,1156.1,3.0885,1.2588,0.9405,31.33
2012-05-16,0.9933,1.273,1.5933,1.0099,6.3227,80.32,1166.25,3.1143,1.2667,0.9435,31.36
2012-05-17,0.9925,1.2709,1.5823,1.0162,6.3247,79.26,1165.75,3.1168,1.2664,0.945,31.32
2012-05-18,0.9819,1.2721,1.5788,1.0211,6.3245,79.14,1170,3.135,1.2749,0.9442,31.31
2012-05-21,0.9853,1.2769,1.579,1.0223,6.3277,79.31,1167,3.132,1.2725,0.9406,31.35
2012-05-22,0.9874,1.2735,1.5775,1.0191,6.3223,79.98,1165,3.118,1.2691,0.9431,31.36
2012-05-23,0.9709,1.2569,1.5691,1.0274,6.3343,79.33,1174.85,3.143,1.2801,0.9555,31.56
2012-05-24,0.9774,1.2583,1.5698,1.0274,6.3449,79.47,1176.72,3.147,1.2762,0.9558,31.53
2012-05-25,0.9778,1.2518,1.5648,1.0285,6.3439,79.64,1185,3.1526,1.2781,0.9592,31.64
2012-05-29,0.9825,1.2488,1.563,1.0253,6.3478,79.44,1175.82,3.1485,1.2789,0.9617,31.73
2012-05-30,0.9733,1.2405,1.5532,1.0289,6.3574,78.93,1180.41,3.1615,1.288,0.9682,31.85
2012-05-31,0.9711,1.2364,1.5405,1.0349,6.3684,78.29,1180,3.17,1.2888,0.9713,31.83
2012-06-01,0.9688,1.242,1.5383,1.0378,6.3692,78.21,1182,3.197,1.2918,0.9671,31.62
2012-06-04,0.9719,1.2495,1.5382,1.0417,6.3641,78.3,1178.99,3.198,1.2876,0.961,31.43
2012-06-05,0.9722,1.2437,1.5355,1.0414,6.367,78.57,1177.08,3.198,1.2872,0.9656,31.56
2012-06-06,0.9905,1.2535,1.5475,1.0298,6.3634,79.11,1173.89,3.174,1.2763,0.9579,31.47
2012-06-07,0.9936,1.2568,1.5557,1.0244,6.3634,79.67,1162.75,3.159,1.2753,0.9558,31.7
2012-06-08,0.9869,1.2482,1.5433,1.0332,6.37,79.47,1173.59,3.183,1.2848,0.962,31.61
2012-06-11,0.9925,1.2504,1.5515,1.0281,6.369,79.5,1171,3.1835,1.2826,0.9604,31.62
2012-06-12,0.9925,1.2477,1.5562,1.0269,6.3703,79.44,1168.5,3.1784,1.2834,0.9624,31.54
2012-06-13,0.9973,1.2596,1.5557,1.027,6.3685,79.35,1166.23,3.1717,1.2793,0.9533,31.5
2012-06-14,0.9989,1.2608,1.5533,1.0247,6.3702,79.29,1163.78,3.1746,1.2803,0.9525,31.51
2012-06-15,1.0057,1.2633,1.5654,1.0244,6.3649,78.65,1164.25,3.158,1.2718,0.9506,31.45
2012-06-18,1.0088,1.2578,1.5665,1.0264,6.3539,78.95,1157,3.156,1.2722,0.9547,31.44
2012-06-19,1.0196,1.2692,1.5732,1.0177,6.3542,78.92,1153,3.155,1.2654,0.9461,31.38
2012-06-20,1.0194,1.2703,1.575,1.0193,6.3597,79.54,1151.37,3.154,1.2679,0.9453,31.53
2012-06-21,1.0095,1.2586,1.5633,1.025,6.3644,80.18,1153.75,3.175,1.2759,0.9542,31.78
2012-06-22,1.0059,1.2545,1.5582,1.0258,6.3644,80.52,1158.34,3.189,1.2757,0.9572,31.79
